prev2_op,prev1_op,curr_op,next1_op,next2_op,op1,op2,is_alu,is_branch,is_mem,mem_read,mem_write,has_imm,reg_dependency,t_states,diagnostic_label
RET,PUSH,POP,CMP,INC,SP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
PUSH,POP,CMP,INC,MUL,[DI],AX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
POP,CMP,INC,MUL,MUL,[DI],,1,0,1,0,1,0,1,10.0,MEMORY_BOUND
CMP,INC,MUL,MUL,CMP,SI,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
INC,MUL,MUL,CMP,DIV,BP,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
MUL,MUL,CMP,DIV,NOP,CX,0002H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
MUL,CMP,DIV,NOP,LEA,[SI],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
CMP,DIV,NOP,LEA,LEA,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,NOP,LEA,LEA,LEA,AX,0002H,0,0,1,0,0,1,0,6.0,ALU_OPTIMAL
NOP,LEA,LEA,LEA,TEST,AX,SI,0,0,1,0,0,0,1,8.0,DATA_DEPENDENCY
LEA,LEA,LEA,TEST,POP,BX,[DI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
LEA,LEA,TEST,POP,XOR,[BP],BX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
LEA,TEST,POP,XOR,NOP,SP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
TEST,POP,XOR,NOP,CMP,[BP],BP,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
POP,XOR,NOP,CMP,JNE,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,NOP,CMP,JNE,PUSH,SP,[BX],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
NOP,CMP,JNE,PUSH,SUB,FAR_LABEL,,0,1,0,0,0,0,0,18.0,CONTROL_FLOW_HAZARD
CMP,JNE,PUSH,SUB,DEC,CX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
JNE,PUSH,SUB,DEC,MOV,DX,00FFH,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
PUSH,SUB,DEC,MOV,JMP,[BX],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
SUB,DEC,MOV,JMP,DEC,BX,BP,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,MOV,JMP,DEC,CALL,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,JMP,DEC,CALL,DIV,SI,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,DEC,CALL,DIV,RET,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,CALL,DIV,RET,INC,SP,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
CALL,DIV,RET,INC,CALL,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,RET,INC,CALL,CMP,DI,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
RET,INC,CALL,CMP,CALL,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,CALL,CMP,CALL,PUSH,[BP],SI,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
CALL,CMP,CALL,PUSH,DEC,SHORT_LABEL,,0,1,0,0,0,0,0,18.0,ALU_OPTIMAL
CMP,CALL,PUSH,DEC,INT,[SI],,0,0,1,1,0,0,0,6.0,MEMORY_BOUND
CALL,PUSH,DEC,INT,NOP,SI,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,DEC,INT,NOP,CMP,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,INT,NOP,CMP,CALL,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INT,NOP,CMP,CALL,LEA,DX,[BP],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
NOP,CMP,CALL,LEA,INC,SHORT_LABEL,,0,1,0,0,0,0,0,18.0,ALU_OPTIMAL
CMP,CALL,LEA,INC,DEC,CX,0002H,0,0,1,0,0,1,0,6.0,ALU_OPTIMAL
CALL,LEA,INC,DEC,LEA,SI,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,INC,DEC,LEA,CALL,CX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,DEC,LEA,CALL,TEST,BX,[BX],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
DEC,LEA,CALL,TEST,ADD,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,CALL,TEST,ADD,JNE,CX,[SI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
CALL,TEST,ADD,JNE,XOR,[BP],SI,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
TEST,ADD,JNE,XOR,SHR,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
ADD,JNE,XOR,SHR,SUB,CX,0002H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JNE,XOR,SHR,SUB,DIV,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,SHR,SUB,DIV,MOV,CX,[DI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
SHR,SUB,DIV,MOV,SHL,DX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
SUB,DIV,MOV,SHL,JNE,BX,[SI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
DIV,MOV,SHL,JNE,NOP,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,SHL,JNE,NOP,MUL,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,JNE,NOP,MUL,CALL,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,NOP,MUL,CALL,DEC,CX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
NOP,MUL,CALL,DEC,JNE,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,CALL,DEC,JNE,CMP,[SI],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
CALL,DEC,JNE,CMP,DEC,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,JNE,CMP,DEC,INC,AX,00FFH,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JNE,CMP,DEC,INC,CMP,[BX],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
CMP,DEC,INC,CMP,CMP,SP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,INC,CMP,CMP,INC,AX,CX,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,CMP,CMP,INC,DIV,BX,SI,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CMP,CMP,INC,DIV,CALL,SI,,1,0,0,0,0,0,1,4.0,DATA_DEPENDENCY
CMP,INC,DIV,CALL,JNE,SP,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
INC,DIV,CALL,JNE,SUB,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,CALL,JNE,SUB,INT,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,JNE,SUB,INT,LEA,BX,1234H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JNE,SUB,INT,LEA,JNE,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,INT,LEA,JNE,MUL,AX,BP,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
INT,LEA,JNE,MUL,SHR,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,JNE,MUL,SHR,DEC,AX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
JNE,MUL,SHR,DEC,JZ,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,SHR,DEC,JZ,AND,SP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,DEC,JZ,AND,CMP,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,JZ,AND,CMP,JZ,[SI],DX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
JZ,AND,CMP,JZ,JNE,CX,[BX],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
AND,CMP,JZ,JNE,JZ,SHORT_LABEL,,0,1,0,0,0,0,0,18.0,CONTROL_FLOW_HAZARD
CMP,JZ,JNE,JZ,SHR,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JZ,JNE,JZ,SHR,INC,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,JZ,SHR,INC,JMP,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JZ,SHR,INC,JMP,JZ,BX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,INC,JMP,JZ,JMP,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,JMP,JZ,JMP,JNE,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,JZ,JMP,JNE,SUB,SHORT_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
JZ,JMP,JNE,SUB,SUB,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,JNE,SUB,SUB,AND,AX,0002H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JNE,SUB,SUB,AND,XOR,BP,BP,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,SUB,AND,XOR,TEST,BX,[SI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
SUB,AND,XOR,TEST,MOV,BP,AX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,XOR,TEST,MOV,POP,DI,[SI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
XOR,TEST,MOV,POP,SUB,DI,AX,0,0,0,0,0,0,1,4.0,DATA_DEPENDENCY
TEST,MOV,POP,SUB,NOP,[SI],,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
MOV,POP,SUB,NOP,OR,SP,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
POP,SUB,NOP,OR,DEC,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,NOP,OR,DEC,INC,CX,0002H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
NOP,OR,DEC,INC,INT,AX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,DEC,INC,INT,RET,BX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,INC,INT,RET,OR,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,INT,RET,OR,CMP,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
INT,RET,OR,CMP,JNE,BP,0002H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
RET,OR,CMP,JNE,JNE,SP,[SI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
OR,CMP,JNE,JNE,MUL,SHORT_LABEL,,0,1,0,0,0,0,0,18.0,CONTROL_FLOW_HAZARD
CMP,JNE,JNE,MUL,MUL,SHORT_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
JNE,JNE,MUL,MUL,JMP,BX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
JNE,MUL,MUL,JMP,SUB,SP,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
MUL,MUL,JMP,SUB,XOR,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,JMP,SUB,XOR,CMP,[BP],BX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
JMP,SUB,XOR,CMP,SHR,DI,0002H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
SUB,XOR,CMP,SHR,AND,[SI],DI,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
XOR,CMP,SHR,AND,MUL,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CMP,SHR,AND,MUL,JZ,AX,0002H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
SHR,AND,MUL,JZ,OR,BP,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
AND,MUL,JZ,OR,MOV,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,JZ,OR,MOV,JNE,BP,[BX],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
JZ,OR,MOV,JNE,ADD,CX,BP,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,MOV,JNE,ADD,RET,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,JNE,ADD,RET,CALL,DX,[DI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
JNE,ADD,RET,CALL,JMP,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
ADD,RET,CALL,JMP,INC,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
RET,CALL,JMP,INC,LEA,SHORT_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
CALL,JMP,INC,LEA,JNE,BP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,INC,LEA,JNE,TEST,DI,[BX],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
INC,LEA,JNE,TEST,OR,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,JNE,TEST,OR,DEC,[BP],CX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
JNE,TEST,OR,DEC,JMP,AX,1234H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
TEST,OR,DEC,JMP,PUSH,BP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,DEC,JMP,PUSH,MOV,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,JMP,PUSH,MOV,INC,SP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
JMP,PUSH,MOV,INC,POP,SP,1234H,0,0,0,0,0,1,1,4.0,DATA_DEPENDENCY
PUSH,MOV,INC,POP,JNE,BX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,INC,POP,JNE,XOR,SP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
INC,POP,JNE,XOR,MUL,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,JNE,XOR,MUL,DIV,SP,BX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,XOR,MUL,DIV,TEST,DX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
XOR,MUL,DIV,TEST,JNE,[BP],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
MUL,DIV,TEST,JNE,DEC,[BP],DX,0,0,1,0,1,0,1,10.0,MEMORY_BOUND
DIV,TEST,JNE,DEC,SHL,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,JNE,DEC,SHL,AND,SP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,DEC,SHL,AND,XOR,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,SHL,AND,XOR,OR,BP,[BX],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
SHL,AND,XOR,OR,JZ,DI,DX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,XOR,OR,JZ,AND,BP,[SI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
XOR,OR,JZ,AND,INC,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,JZ,AND,INC,POP,DI,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JZ,AND,INC,POP,MOV,DI,,1,0,0,0,0,0,1,4.0,DATA_DEPENDENCY
AND,INC,POP,MOV,TEST,BP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
INC,POP,MOV,TEST,JMP,BP,[BX],0,0,1,1,0,0,1,8.0,MEMORY_BOUND
POP,MOV,TEST,JMP,PUSH,SP,00FFH,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
MOV,TEST,JMP,PUSH,MUL,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,JMP,PUSH,MUL,INC,SP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
JMP,PUSH,MUL,INC,TEST,DX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
PUSH,MUL,INC,TEST,JMP,AX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,INC,TEST,JMP,AND,BX,1234H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
INC,TEST,JMP,AND,DEC,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,JMP,AND,DEC,OR,DX,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JMP,AND,DEC,OR,INT,AX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,DEC,OR,INT,AND,AX,0001H,1,0,0,0,0,1,1,4.0,DATA_DEPENDENCY
DEC,OR,INT,AND,JMP,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,INT,AND,JMP,SUB,[DI],BP,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
INT,AND,JMP,SUB,MOV,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,JMP,SUB,MOV,SHL,SI,[BP],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
JMP,SUB,MOV,SHL,PUSH,BP,DX,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,MOV,SHL,PUSH,SHL,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,SHL,PUSH,SHL,XOR,SI,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
SHL,PUSH,SHL,XOR,JNE,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,SHL,XOR,JNE,ADD,DX,[BP],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
SHL,XOR,JNE,ADD,INT,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,JNE,ADD,INT,INT,SP,[DI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
JNE,ADD,INT,INT,MUL,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
ADD,INT,INT,MUL,DEC,21H,,0,0,0,0,0,0,1,4.0,DATA_DEPENDENCY
INT,INT,MUL,DEC,SHR,[BX],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
INT,MUL,DEC,SHR,DEC,[BX],,1,0,1,0,1,0,1,10.0,MEMORY_BOUND
MUL,DEC,SHR,DEC,PUSH,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,SHR,DEC,PUSH,JNE,CX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,DEC,PUSH,JNE,ADD,BP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
DEC,PUSH,JNE,ADD,ADD,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,JNE,ADD,ADD,OR,AX,0002H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JNE,ADD,ADD,OR,DIV,DI,[DI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
ADD,ADD,OR,DIV,INT,[BX],DI,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
ADD,OR,DIV,INT,RET,CX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
OR,DIV,INT,RET,MUL,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,INT,RET,MUL,DIV,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
INT,RET,MUL,DIV,CMP,BP,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
RET,MUL,DIV,CMP,XOR,[SI],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
MUL,DIV,CMP,XOR,JZ,DI,[BP],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
DIV,CMP,XOR,JZ,NOP,BP,1234H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
CMP,XOR,JZ,NOP,ADD,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,JZ,NOP,ADD,ADD,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JZ,NOP,ADD,ADD,SUB,AX,CX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
NOP,ADD,ADD,SUB,CALL,DX,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
ADD,ADD,SUB,CALL,XOR,DI,AX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
ADD,SUB,CALL,XOR,SUB,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,CALL,XOR,SUB,POP,BP,[DI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
CALL,XOR,SUB,POP,SUB,DI,[DI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
XOR,SUB,POP,SUB,JMP,[BP],,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
SUB,POP,SUB,JMP,SHL,SP,SI,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,SUB,JMP,SHL,SHL,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,JMP,SHL,SHL,JMP,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,SHL,SHL,JMP,JMP,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,SHL,JMP,JMP,LEA,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,JMP,JMP,LEA,JNE,SHORT_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
JMP,JMP,LEA,JNE,INC,[SI],BX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
JMP,LEA,JNE,INC,PUSH,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,JNE,INC,PUSH,DIV,BP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,INC,PUSH,DIV,SUB,SP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
INC,PUSH,DIV,SUB,INT,AX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
PUSH,DIV,SUB,INT,TEST,[DI],AX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
DIV,SUB,INT,TEST,ADD,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,INT,TEST,ADD,INT,BX,[SI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
INT,TEST,ADD,INT,POP,AX,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
TEST,ADD,INT,POP,MOV,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
ADD,INT,POP,MOV,ADD,[BX],,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
INT,POP,MOV,ADD,DIV,DI,0001H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
POP,MOV,ADD,DIV,LEA,[BX],SI,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
MOV,ADD,DIV,LEA,JZ,BX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
ADD,DIV,LEA,JZ,JMP,[SI],CX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
DIV,LEA,JZ,JMP,JZ,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,JZ,JMP,JZ,POP,FAR_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
JZ,JMP,JZ,POP,MOV,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,JZ,POP,MOV,JNE,[BP],,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
JZ,POP,MOV,JNE,JMP,DI,DX,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,MOV,JNE,JMP,MOV,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,JNE,JMP,MOV,SUB,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,JMP,MOV,SUB,OR,DI,[DI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
JMP,MOV,SUB,OR,INC,SP,SI,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,SUB,OR,INC,MUL,AX,0002H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
SUB,OR,INC,MUL,JZ,[DI],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
OR,INC,MUL,JZ,POP,AX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
INC,MUL,JZ,POP,CMP,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,JZ,POP,CMP,PUSH,[BX],,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
JZ,POP,CMP,PUSH,DIV,BP,[BP],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
POP,CMP,PUSH,DIV,LEA,[BP],,0,0,1,1,0,0,1,8.0,MEMORY_BOUND
CMP,PUSH,DIV,LEA,SHR,DI,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
PUSH,DIV,LEA,SHR,PUSH,DX,[DI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
DIV,LEA,SHR,PUSH,INC,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,SHR,PUSH,INC,OR,[DI],,0,0,1,1,0,0,0,6.0,MEMORY_BOUND
SHR,PUSH,INC,OR,TEST,SP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,INC,OR,TEST,JNE,SP,[DI],1,0,1,1,0,0,1,8.0,MEMORY_BOUND
INC,OR,TEST,JNE,AND,BX,[SI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
OR,TEST,JNE,AND,JNE,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,JNE,AND,JNE,INC,[BP],BX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
JNE,AND,JNE,INC,JNE,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,JNE,INC,JNE,CMP,[DI],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
JNE,INC,JNE,CMP,JZ,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,JNE,CMP,JZ,ADD,DI,0002H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JNE,CMP,JZ,ADD,LEA,FAR_LABEL,,0,1,0,0,0,0,0,18.0,CONTROL_FLOW_HAZARD
CMP,JZ,ADD,LEA,ADD,CX,[BX],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
JZ,ADD,LEA,ADD,DEC,DX,BP,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
ADD,LEA,ADD,DEC,CMP,BX,[BP],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
LEA,ADD,DEC,CMP,CMP,[DI],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
ADD,DEC,CMP,CMP,OR,DX,[DI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
DEC,CMP,CMP,OR,SHR,BP,[BP],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
CMP,CMP,OR,SHR,INC,[DI],DI,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
